,age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_change,hours_per_week,native_country,income
8063,31.0,0,13.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,1
8064,26.0,3,10.0,2.0,6,0.0,2.0,1.0,0.0,40.0,1.0,0
8065,61.0,5,9.0,2.0,11,0.0,1.0,1.0,0.0,63.0,0.0,0
8066,50.0,3,13.0,0.0,11,4.0,2.0,1.0,0.0,40.0,1.0,0
8067,49.0,3,11.0,2.0,9,0.0,4.0,1.0,0.0,40.0,0.0,1
8068,57.0,3,3.0,2.0,5,0.0,4.0,1.0,7298.0,84.0,1.0,1
8069,19.0,3,9.0,4.0,7,2.0,1.0,1.0,0.0,24.0,1.0,0
8070,18.0,3,7.0,4.0,5,3.0,4.0,1.0,0.0,15.0,1.0,0
8071,44.0,5,12.0,2.0,7,5.0,4.0,0.0,0.0,99.0,1.0,0
8072,54.0,3,11.0,2.0,11,0.0,4.0,1.0,0.0,50.0,1.0,0
8073,35.0,6,9.0,2.0,10,0.0,4.0,1.0,0.0,40.0,1.0,1
8074,27.0,6,14.0,4.0,9,1.0,1.0,1.0,0.0,20.0,0.0,0
8075,50.0,4,9.0,2.0,4,0.0,4.0,1.0,0.0,50.0,1.0,0
8076,43.0,6,9.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,0
8077,28.0,3,10.0,0.0,0,4.0,4.0,1.0,0.0,40.0,1.0,0
8078,47.0,3,9.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,0
8079,21.0,3,1.0,4.0,4,1.0,4.0,1.0,0.0,50.0,0.0,0
8080,30.0,3,15.0,4.0,9,1.0,4.0,0.0,0.0,45.0,1.0,0
8081,19.0,3,9.0,4.0,2,3.0,4.0,1.0,0.0,45.0,1.0,0
8082,40.0,3,10.0,2.0,7,0.0,4.0,1.0,-1485.0,40.0,1.0,0
8083,55.0,3,14.0,2.0,11,0.0,4.0,1.0,0.0,50.0,1.0,1
8084,67.0,4,9.0,0.0,10,3.0,4.0,1.0,0.0,20.0,1.0,0
8085,31.0,3,11.0,0.0,6,4.0,4.0,1.0,0.0,43.0,1.0,0
8086,30.0,3,11.0,0.0,3,1.0,4.0,1.0,0.0,40.0,1.0,0
8087,54.0,3,1.0,2.0,5,5.0,4.0,0.0,0.0,40.0,0.0,0
8088,51.0,0,13.0,4.0,9,1.0,0.0,0.0,0.0,43.0,1.0,0
8089,34.0,3,9.0,0.0,13,3.0,4.0,0.0,0.0,40.0,1.0,0
8090,59.0,3,14.0,2.0,3,0.0,4.0,1.0,0.0,45.0,1.0,1
8091,50.0,3,9.0,0.0,3,4.0,4.0,0.0,0.0,38.0,1.0,0
8092,29.0,3,9.0,0.0,6,4.0,4.0,1.0,0.0,40.0,1.0,0
8093,17.0,6,6.0,4.0,4,3.0,4.0,1.0,0.0,40.0,1.0,0
8094,24.0,3,9.0,4.0,7,3.0,4.0,0.0,0.0,30.0,1.0,0
8095,52.0,2,1.0,3.0,5,2.0,4.0,1.0,0.0,40.0,0.0,0
8096,39.0,3,14.0,2.0,9,5.0,4.0,0.0,-1902.0,18.0,1.0,1
8097,18.0,3,8.0,4.0,9,3.0,4.0,0.0,0.0,25.0,1.0,0
8098,32.0,3,10.0,0.0,5,4.0,2.0,1.0,0.0,40.0,0.0,0
8099,25.0,4,10.0,0.0,1,4.0,4.0,0.0,0.0,50.0,1.0,0
8100,34.0,3,9.0,4.0,6,1.0,4.0,0.0,0.0,45.0,1.0,0
8101,44.0,5,9.0,2.0,9,0.0,4.0,1.0,-1902.0,40.0,1.0,1
8102,37.0,1,10.0,0.0,0,4.0,4.0,0.0,0.0,40.0,1.0,0
8103,39.0,3,14.0,2.0,3,5.0,4.0,0.0,-2415.0,65.0,1.0,1
8104,32.0,4,15.0,2.0,9,0.0,4.0,1.0,0.0,40.0,1.0,1
8105,23.0,3,10.0,4.0,7,1.0,4.0,0.0,0.0,28.0,1.0,0
8106,45.0,0,10.0,0.0,0,4.0,4.0,1.0,0.0,42.0,1.0,0
8107,30.0,3,7.0,0.0,5,3.0,4.0,1.0,0.0,40.0,1.0,0
8108,20.0,3,8.0,0.0,7,1.0,4.0,0.0,0.0,10.0,1.0,0
8109,41.0,3,9.0,2.0,2,0.0,4.0,1.0,0.0,4.0,0.0,0
8110,21.0,3,9.0,4.0,11,3.0,4.0,0.0,0.0,30.0,1.0,0
8111,48.0,3,4.0,2.0,7,0.0,1.0,1.0,0.0,30.0,0.0,0
8112,31.0,3,9.0,2.0,9,0.0,4.0,1.0,5178.0,45.0,1.0,1
8113,34.0,3,11.0,4.0,5,1.0,2.0,1.0,0.0,40.0,1.0,0
8114,25.0,3,9.0,5.0,7,4.0,2.0,1.0,0.0,40.0,1.0,0
8115,41.0,5,13.0,5.0,2,1.0,4.0,1.0,0.0,35.0,1.0,0
8116,35.0,5,15.0,2.0,9,0.0,4.0,1.0,0.0,50.0,1.0,1
8117,42.0,3,13.0,0.0,3,4.0,4.0,0.0,0.0,40.0,1.0,0
8118,34.0,5,9.0,2.0,13,0.0,4.0,1.0,0.0,75.0,0.0,1
8119,44.0,3,6.0,2.0,6,0.0,4.0,1.0,4386.0,60.0,1.0,0
8120,32.0,3,13.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,1
8121,25.0,3,10.0,4.0,11,3.0,1.0,1.0,0.0,40.0,1.0,0
8122,23.0,3,7.0,2.0,13,0.0,4.0,1.0,0.0,50.0,1.0,0
8123,36.0,3,15.0,4.0,9,1.0,3.0,1.0,0.0,40.0,0.0,1
8124,53.0,5,13.0,4.0,11,4.0,4.0,1.0,0.0,60.0,1.0,1
8125,27.0,3,16.0,4.0,9,1.0,4.0,1.0,0.0,52.0,1.0,0
8126,27.0,3,13.0,4.0,0,1.0,4.0,0.0,0.0,65.0,1.0,0
8127,57.0,3,9.0,4.0,3,1.0,4.0,0.0,0.0,45.0,1.0,0
8128,17.0,3,7.0,4.0,11,3.0,4.0,0.0,0.0,20.0,1.0,0
8129,59.0,1,9.0,0.0,0,4.0,4.0,0.0,0.0,38.0,1.0,0
8130,34.0,3,9.0,4.0,7,3.0,4.0,0.0,0.0,40.0,1.0,0
8131,30.0,3,6.0,2.0,13,0.0,4.0,1.0,0.0,55.0,1.0,0
8132,31.0,6,12.0,4.0,0,3.0,2.0,0.0,0.0,45.0,1.0,0
8133,18.0,3,7.0,4.0,6,3.0,4.0,1.0,0.0,40.0,1.0,0
8134,23.0,3,10.0,4.0,11,1.0,4.0,1.0,0.0,30.0,1.0,0
8135,19.0,3,9.0,4.0,13,3.0,4.0,1.0,0.0,40.0,1.0,0
8136,20.0,5,11.0,4.0,4,3.0,4.0,1.0,0.0,40.0,1.0,0
8137,52.0,5,9.0,0.0,11,1.0,4.0,1.0,0.0,40.0,1.0,0
8138,39.0,1,13.0,2.0,9,0.0,4.0,1.0,0.0,50.0,1.0,1
8139,27.0,3,9.0,5.0,7,4.0,4.0,0.0,0.0,50.0,1.0,0
8140,19.0,3,10.0,4.0,11,1.0,4.0,0.0,0.0,35.0,1.0,0
8141,38.0,1,13.0,2.0,9,5.0,4.0,0.0,0.0,15.0,1.0,0
8142,19.0,3,9.0,4.0,5,3.0,4.0,1.0,0.0,16.0,1.0,0
8143,34.0,3,13.0,2.0,9,5.0,4.0,0.0,-1887.0,40.0,1.0,1
8144,41.0,3,9.0,2.0,13,0.0,4.0,1.0,0.0,45.0,0.0,0
8145,23.0,3,9.0,2.0,6,3.0,4.0,0.0,2105.0,40.0,1.0,0
8146,24.0,3,12.0,4.0,2,1.0,4.0,1.0,0.0,12.0,1.0,0
8147,24.0,3,13.0,4.0,0,1.0,4.0,0.0,0.0,40.0,1.0,0
8148,22.0,3,6.0,4.0,13,1.0,0.0,1.0,0.0,84.0,1.0,0
8149,45.0,3,15.0,2.0,9,0.0,4.0,1.0,0.0,60.0,1.0,1
8150,45.0,3,9.0,2.0,3,0.0,4.0,1.0,0.0,60.0,1.0,1
8151,48.0,3,13.0,2.0,3,0.0,1.0,1.0,0.0,40.0,0.0,1
8152,42.0,3,13.0,2.0,11,0.0,4.0,1.0,0.0,60.0,1.0,0
8153,35.0,5,10.0,2.0,11,0.0,4.0,1.0,0.0,50.0,1.0,0
8154,32.0,3,9.0,0.0,7,4.0,0.0,0.0,0.0,40.0,1.0,0
8155,51.0,1,9.0,2.0,3,5.0,4.0,0.0,0.0,32.0,1.0,0
8156,59.0,3,10.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,1
8157,31.0,1,9.0,4.0,13,3.0,4.0,1.0,0.0,40.0,1.0,0
8158,27.0,1,13.0,4.0,12,1.0,4.0,1.0,0.0,50.0,1.0,0
8159,29.0,3,13.0,2.0,5,0.0,2.0,1.0,4386.0,80.0,0.0,1
8160,57.0,3,12.0,6.0,0,1.0,4.0,0.0,0.0,35.0,1.0,0
8161,40.0,3,9.0,4.0,7,1.0,4.0,1.0,0.0,40.0,1.0,0
8162,31.0,3,9.0,0.0,6,1.0,4.0,1.0,0.0,40.0,1.0,0
8163,23.0,3,4.0,4.0,6,3.0,4.0,1.0,0.0,40.0,1.0,0
8164,42.0,3,9.0,5.0,0,4.0,4.0,0.0,0.0,35.0,0.0,0
8165,60.0,3,9.0,2.0,11,0.0,4.0,1.0,0.0,40.0,1.0,0
8166,53.0,1,14.0,4.0,3,1.0,4.0,0.0,14344.0,50.0,1.0,1
8167,20.0,3,10.0,4.0,7,3.0,4.0,0.0,0.0,40.0,1.0,0
8168,27.0,3,9.0,4.0,5,3.0,4.0,1.0,0.0,40.0,1.0,0
8169,31.0,3,9.0,2.0,13,0.0,4.0,1.0,0.0,45.0,1.0,0
8170,29.0,6,13.0,4.0,2,1.0,4.0,1.0,0.0,40.0,1.0,0
8171,22.0,3,13.0,4.0,4,3.0,4.0,1.0,0.0,40.0,1.0,0
8172,42.0,3,13.0,4.0,9,1.0,4.0,0.0,-1564.0,38.0,1.0,1
8173,63.0,4,15.0,2.0,9,0.0,4.0,1.0,15024.0,50.0,1.0,1
8174,28.0,3,9.0,2.0,11,0.0,4.0,1.0,0.0,40.0,1.0,0
8175,79.0,3,10.0,2.0,0,0.0,4.0,1.0,0.0,20.0,1.0,0
8176,39.0,3,9.0,2.0,2,0.0,4.0,1.0,7298.0,40.0,1.0,1
8177,29.0,3,8.0,4.0,7,1.0,3.0,1.0,0.0,40.0,1.0,0
8178,60.0,3,4.0,0.0,7,1.0,4.0,1.0,0.0,40.0,1.0,0
8179,58.0,3,8.0,2.0,7,5.0,4.0,0.0,0.0,24.0,1.0,0
8180,20.0,3,12.0,4.0,7,3.0,4.0,0.0,-2205.0,18.0,1.0,0
8181,44.0,3,9.0,2.0,13,0.0,4.0,1.0,0.0,65.0,1.0,1
8182,47.0,3,9.0,2.0,13,0.0,4.0,1.0,0.0,48.0,1.0,0
8183,59.0,3,9.0,2.0,10,0.0,4.0,1.0,0.0,24.0,1.0,1
8184,37.0,3,14.0,0.0,3,1.0,4.0,1.0,0.0,65.0,1.0,0
8185,21.0,3,9.0,5.0,6,2.0,4.0,1.0,0.0,40.0,1.0,0
8186,68.0,3,11.0,6.0,3,1.0,4.0,0.0,0.0,40.0,1.0,0
8187,43.0,3,10.0,2.0,0,0.0,4.0,1.0,5013.0,40.0,1.0,0
8188,23.0,3,10.0,4.0,5,3.0,2.0,0.0,0.0,40.0,1.0,0
8189,23.0,3,9.0,4.0,2,4.0,4.0,0.0,0.0,33.0,1.0,0
8190,40.0,1,14.0,4.0,0,1.0,4.0,0.0,-1876.0,35.0,1.0,0
8191,45.0,5,10.0,4.0,11,3.0,4.0,0.0,0.0,35.0,1.0,0
8192,34.0,3,11.0,2.0,3,0.0,4.0,1.0,3103.0,60.0,1.0,1
8193,22.0,3,10.0,4.0,12,3.0,4.0,1.0,0.0,40.0,1.0,0
8194,38.0,3,13.0,2.0,9,0.0,4.0,1.0,0.0,50.0,1.0,1
8195,24.0,3,10.0,4.0,11,1.0,4.0,1.0,0.0,49.0,1.0,0
8196,23.0,3,9.0,2.0,11,5.0,4.0,0.0,0.0,40.0,1.0,0
8197,39.0,0,10.0,2.0,0,2.0,4.0,1.0,0.0,45.0,1.0,1
8198,26.0,3,10.0,4.0,2,1.0,4.0,1.0,0.0,40.0,1.0,0
8199,24.0,3,9.0,4.0,5,4.0,4.0,1.0,0.0,40.0,1.0,0
8200,22.0,3,10.0,4.0,0,3.0,4.0,1.0,0.0,25.0,1.0,0
8201,36.0,3,13.0,2.0,9,0.0,4.0,1.0,0.0,55.0,1.0,0
8202,20.0,3,10.0,4.0,8,3.0,4.0,0.0,0.0,20.0,1.0,0
8203,18.0,3,7.0,4.0,7,3.0,2.0,1.0,0.0,8.0,1.0,0
8204,38.0,3,13.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,1
8205,43.0,4,13.0,0.0,4,1.0,4.0,1.0,0.0,35.0,1.0,0
8206,56.0,3,9.0,0.0,3,1.0,2.0,1.0,0.0,40.0,0.0,0
8207,42.0,3,14.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,1
8208,35.0,3,13.0,2.0,3,0.0,4.0,1.0,0.0,50.0,1.0,1
8209,31.0,3,10.0,0.0,0,1.0,4.0,0.0,0.0,45.0,1.0,0
8210,73.0,3,2.0,2.0,13,0.0,4.0,1.0,-1735.0,20.0,1.0,0
8211,32.0,3,10.0,0.0,3,4.0,4.0,0.0,0.0,42.0,1.0,0
8212,37.0,3,14.0,2.0,3,0.0,4.0,1.0,15024.0,45.0,1.0,1
8213,66.0,3,9.0,2.0,5,0.0,4.0,1.0,0.0,10.0,1.0,0
8214,22.0,3,9.0,4.0,7,3.0,4.0,0.0,0.0,35.0,1.0,0
8215,51.0,3,11.0,2.0,11,0.0,4.0,1.0,0.0,40.0,1.0,0
8216,31.0,3,9.0,4.0,7,3.0,4.0,1.0,0.0,35.0,1.0,0
8217,65.0,3,9.0,0.0,0,4.0,4.0,0.0,-2206.0,59.0,0.0,0
8218,39.0,3,9.0,2.0,2,5.0,2.0,0.0,0.0,45.0,1.0,0
8219,48.0,3,10.0,2.0,0,5.0,4.0,0.0,0.0,37.0,1.0,0
8220,20.0,3,10.0,4.0,7,1.0,4.0,0.0,0.0,40.0,1.0,0
8221,28.0,3,12.0,4.0,7,2.0,4.0,1.0,0.0,40.0,1.0,0
8222,48.0,3,13.0,2.0,11,0.0,4.0,1.0,4386.0,50.0,1.0,1
8223,29.0,0,15.0,2.0,9,0.0,4.0,1.0,0.0,80.0,1.0,0
8224,36.0,5,16.0,4.0,9,1.0,4.0,1.0,0.0,30.0,0.0,1
8225,35.0,4,13.0,2.0,3,0.0,4.0,1.0,0.0,45.0,1.0,1
8226,31.0,3,10.0,2.0,13,0.0,4.0,1.0,0.0,40.0,1.0,1
8227,48.0,6,9.0,2.0,10,0.0,4.0,1.0,0.0,40.0,1.0,0
8228,36.0,3,11.0,4.0,12,1.0,4.0,1.0,0.0,45.0,1.0,0
8229,40.0,5,9.0,2.0,4,0.0,4.0,1.0,0.0,50.0,1.0,0
8230,57.0,3,9.0,2.0,9,0.0,4.0,1.0,0.0,15.0,1.0,0
8231,26.0,1,13.0,4.0,9,1.0,4.0,0.0,4865.0,35.0,1.0,0
8232,37.0,6,9.0,4.0,7,3.0,4.0,0.0,0.0,40.0,1.0,0
8233,65.0,3,16.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,1
8234,26.0,5,6.0,4.0,9,1.0,4.0,0.0,0.0,32.0,1.0,0
8235,42.0,3,10.0,2.0,12,0.0,4.0,1.0,0.0,40.0,1.0,0
8236,47.0,3,14.0,2.0,3,0.0,4.0,1.0,0.0,40.0,0.0,1
8237,62.0,3,4.0,0.0,2,3.0,4.0,1.0,0.0,40.0,1.0,0
8238,27.0,3,11.0,4.0,3,3.0,4.0,1.0,0.0,50.0,1.0,0
8239,76.0,5,10.0,6.0,11,1.0,4.0,1.0,0.0,8.0,1.0,0
8240,20.0,3,10.0,4.0,7,3.0,4.0,0.0,0.0,40.0,1.0,0
8241,29.0,3,13.0,4.0,0,3.0,4.0,0.0,0.0,40.0,1.0,0
8242,29.0,3,8.0,2.0,13,0.0,4.0,1.0,0.0,40.0,1.0,1
8243,32.0,3,6.0,4.0,6,3.0,4.0,1.0,0.0,40.0,0.0,0
8244,22.0,4,10.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,0
8245,30.0,0,9.0,4.0,0,1.0,2.0,0.0,0.0,50.0,1.0,0
8246,43.0,1,10.0,0.0,0,1.0,4.0,0.0,0.0,40.0,1.0,0
8247,23.0,3,13.0,2.0,7,0.0,4.0,1.0,0.0,20.0,1.0,0
8248,44.0,0,15.0,2.0,9,0.0,4.0,1.0,0.0,40.0,1.0,1
8249,41.0,3,13.0,0.0,7,1.0,4.0,1.0,0.0,40.0,1.0,0
8250,49.0,6,14.0,0.0,9,4.0,2.0,0.0,7430.0,40.0,1.0,1
8251,30.0,3,9.0,4.0,13,1.0,4.0,1.0,0.0,45.0,1.0,1
8252,23.0,3,10.0,4.0,5,3.0,4.0,1.0,0.0,35.0,1.0,0
8253,39.0,3,9.0,6.0,0,3.0,4.0,0.0,0.0,40.0,1.0,0
8254,32.0,3,13.0,2.0,11,0.0,4.0,1.0,0.0,60.0,1.0,1
8255,50.0,3,10.0,2.0,2,0.0,4.0,1.0,-1887.0,35.0,1.0,1
8256,19.0,3,10.0,4.0,0,3.0,4.0,0.0,0.0,40.0,0.0,0
8257,35.0,3,13.0,2.0,11,0.0,4.0,1.0,0.0,52.0,1.0,1
8258,23.0,3,9.0,4.0,2,1.0,4.0,1.0,0.0,40.0,1.0,0
8259,25.0,3,10.0,4.0,2,1.0,4.0,1.0,0.0,40.0,1.0,0
8260,40.0,3,9.0,0.0,11,1.0,4.0,0.0,0.0,40.0,1.0,0
8261,30.0,3,13.0,2.0,3,0.0,2.0,1.0,0.0,42.0,1.0,1
8262,52.0,3,10.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,1
8263,49.0,3,10.0,2.0,6,0.0,2.0,1.0,0.0,60.0,1.0,0
8264,24.0,3,13.0,4.0,0,3.0,4.0,0.0,0.0,40.0,1.0,0
8265,46.0,3,13.0,2.0,3,0.0,4.0,1.0,15024.0,40.0,1.0,1
8266,39.0,3,13.0,2.0,11,0.0,4.0,1.0,0.0,50.0,1.0,1
8267,45.0,5,13.0,2.0,3,0.0,4.0,1.0,0.0,50.0,1.0,1
8268,62.0,1,13.0,2.0,0,5.0,4.0,0.0,-1258.0,38.0,1.0,0
8269,43.0,3,13.0,2.0,9,0.0,4.0,1.0,-1977.0,50.0,1.0,1
8270,45.0,3,10.0,0.0,6,4.0,4.0,0.0,0.0,40.0,1.0,0
8271,62.0,5,9.0,2.0,11,0.0,4.0,1.0,0.0,40.0,1.0,0
8272,48.0,3,3.0,4.0,5,1.0,4.0,1.0,0.0,40.0,0.0,0
8273,56.0,3,9.0,0.0,7,4.0,2.0,0.0,0.0,40.0,0.0,0
8274,28.0,3,9.0,4.0,4,4.0,4.0,0.0,0.0,35.0,1.0,0
8275,23.0,3,9.0,4.0,2,3.0,2.0,1.0,0.0,40.0,1.0,0
8276,43.0,3,9.0,0.0,7,1.0,4.0,0.0,0.0,35.0,1.0,0
8277,26.0,3,13.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,1
8278,36.0,3,9.0,2.0,11,0.0,4.0,1.0,0.0,50.0,1.0,1
8279,55.0,1,16.0,4.0,9,1.0,4.0,0.0,0.0,60.0,1.0,0
8280,48.0,6,13.0,4.0,3,1.0,4.0,0.0,0.0,50.0,1.0,0
8281,43.0,3,3.0,2.0,6,5.0,1.0,0.0,-2129.0,72.0,0.0,0
8282,38.0,3,11.0,2.0,3,0.0,4.0,1.0,0.0,45.0,1.0,1
8283,18.0,3,9.0,4.0,11,1.0,4.0,1.0,0.0,30.0,1.0,0
8284,56.0,5,9.0,3.0,3,1.0,4.0,1.0,0.0,70.0,1.0,0
8285,39.0,5,14.0,4.0,9,1.0,4.0,1.0,0.0,40.0,1.0,0
8286,46.0,3,3.0,5.0,5,1.0,4.0,1.0,0.0,50.0,0.0,0
8287,36.0,3,7.0,4.0,13,4.0,0.0,1.0,0.0,65.0,1.0,0
8288,42.0,5,9.0,2.0,2,0.0,4.0,1.0,-2002.0,40.0,1.0,0
8289,50.0,3,9.0,2.0,13,0.0,4.0,1.0,0.0,50.0,1.0,1
8290,17.0,3,7.0,4.0,5,3.0,4.0,1.0,0.0,20.0,1.0,0
8291,57.0,3,4.0,6.0,6,4.0,2.0,0.0,0.0,40.0,1.0,0
8292,73.0,3,9.0,6.0,7,2.0,4.0,0.0,0.0,12.0,1.0,0
8293,50.0,0,10.0,4.0,0,1.0,4.0,1.0,0.0,40.0,1.0,0
8294,35.0,3,10.0,4.0,13,3.0,4.0,1.0,0.0,45.0,1.0,0
8295,27.0,3,10.0,2.0,6,0.0,4.0,1.0,0.0,45.0,1.0,0
8296,24.0,3,10.0,4.0,2,1.0,4.0,0.0,0.0,40.0,1.0,0
8297,27.0,3,10.0,4.0,2,3.0,4.0,1.0,0.0,40.0,1.0,0
8298,23.0,5,9.0,4.0,2,3.0,4.0,1.0,0.0,40.0,1.0,0
8299,25.0,3,9.0,4.0,0,3.0,4.0,0.0,0.0,40.0,1.0,0
8300,51.0,3,13.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,1
8301,26.0,3,6.0,2.0,0,5.0,4.0,0.0,0.0,40.0,1.0,0
8302,47.0,3,10.0,2.0,0,0.0,4.0,1.0,0.0,45.0,0.0,0
8303,40.0,3,9.0,0.0,7,1.0,2.0,1.0,0.0,40.0,1.0,0
8304,58.0,3,5.0,0.0,7,4.0,4.0,0.0,0.0,40.0,1.0,0
8305,25.0,3,10.0,4.0,11,3.0,4.0,0.0,0.0,40.0,1.0,0
8306,29.0,3,9.0,2.0,11,5.0,4.0,0.0,0.0,18.0,1.0,0
8307,36.0,3,7.0,2.0,13,0.0,4.0,1.0,0.0,43.0,1.0,0
8308,46.0,3,9.0,0.0,3,1.0,4.0,0.0,0.0,60.0,1.0,0
8309,69.0,3,2.0,6.0,8,1.0,2.0,0.0,0.0,4.0,1.0,0
8310,69.0,3,9.0,6.0,0,1.0,4.0,0.0,1848.0,40.0,1.0,0
8311,28.0,3,9.0,4.0,7,3.0,2.0,0.0,0.0,40.0,1.0,0
8312,20.0,3,9.0,4.0,0,3.0,4.0,1.0,0.0,48.0,1.0,0
8313,54.0,6,9.0,5.0,0,4.0,2.0,0.0,3887.0,35.0,1.0,0
8314,25.0,3,10.0,4.0,13,3.0,4.0,1.0,0.0,40.0,1.0,0
8315,64.0,1,9.0,2.0,5,0.0,4.0,1.0,3471.0,40.0,1.0,0
8316,17.0,3,9.0,4.0,11,3.0,4.0,0.0,0.0,20.0,1.0,0
8317,53.0,0,9.0,2.0,0,0.0,4.0,1.0,0.0,40.0,1.0,0
8318,50.0,3,5.0,0.0,13,1.0,4.0,1.0,0.0,50.0,1.0,0
8319,57.0,3,9.0,2.0,3,5.0,4.0,0.0,0.0,38.0,1.0,0
8320,51.0,3,10.0,2.0,13,0.0,4.0,1.0,-2603.0,40.0,1.0,0
8321,20.0,3,10.0,4.0,6,3.0,4.0,1.0,0.0,30.0,1.0,0
8322,47.0,3,10.0,2.0,2,0.0,4.0,1.0,0.0,40.0,1.0,0
8323,25.0,3,9.0,4.0,13,4.0,4.0,1.0,0.0,52.0,1.0,0
8324,50.0,6,15.0,2.0,3,0.0,4.0,1.0,0.0,52.0,1.0,1
8325,20.0,3,9.0,4.0,0,3.0,4.0,0.0,0.0,30.0,1.0,0
8326,43.0,6,15.0,2.0,9,0.0,4.0,1.0,-1977.0,70.0,1.0,1
8327,46.0,3,13.0,4.0,9,1.0,4.0,0.0,0.0,40.0,1.0,0
8328,54.0,3,9.0,5.0,0,4.0,4.0,0.0,0.0,38.0,0.0,0
8329,53.0,3,10.0,5.0,3,4.0,0.0,0.0,0.0,15.0,1.0,0
8330,21.0,3,9.0,4.0,2,3.0,4.0,1.0,0.0,30.0,1.0,0
8331,58.0,3,10.0,0.0,7,1.0,4.0,1.0,0.0,40.0,1.0,0
8332,30.0,3,13.0,2.0,11,0.0,4.0,1.0,0.0,55.0,1.0,1
8333,61.0,3,9.0,2.0,0,5.0,2.0,0.0,0.0,40.0,1.0,0
8334,56.0,6,10.0,0.0,0,1.0,4.0,0.0,0.0,35.0,1.0,0
8335,59.0,3,9.0,0.0,7,4.0,4.0,0.0,0.0,40.0,1.0,0
8336,72.0,3,9.0,2.0,5,0.0,4.0,1.0,0.0,20.0,1.0,0
8337,33.0,3,9.0,4.0,0,1.0,4.0,1.0,0.0,40.0,1.0,0
8338,46.0,3,9.0,2.0,0,5.0,4.0,0.0,0.0,40.0,1.0,1
8339,46.0,1,10.0,2.0,10,0.0,4.0,1.0,0.0,38.0,1.0,1
8340,48.0,3,9.0,4.0,9,4.0,2.0,0.0,0.0,28.0,1.0,0
8341,33.0,3,9.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,0
8342,21.0,3,10.0,4.0,5,3.0,4.0,0.0,0.0,40.0,1.0,0
8343,27.0,3,9.0,0.0,0,4.0,4.0,0.0,0.0,45.0,1.0,0
8344,31.0,3,9.0,0.0,13,1.0,4.0,1.0,0.0,40.0,1.0,0
8345,28.0,3,13.0,4.0,6,1.0,4.0,1.0,0.0,40.0,1.0,0
8346,45.0,1,10.0,0.0,0,1.0,4.0,0.0,0.0,38.0,1.0,0
8347,51.0,3,9.0,2.0,6,0.0,4.0,1.0,4386.0,40.0,1.0,1
8348,46.0,6,9.0,4.0,7,1.0,2.0,0.0,0.0,40.0,1.0,0
8349,25.0,3,10.0,2.0,11,0.0,4.0,1.0,0.0,25.0,0.0,0
8350,61.0,3,10.0,2.0,0,0.0,4.0,1.0,7688.0,40.0,1.0,1
8351,17.0,3,7.0,4.0,11,3.0,4.0,0.0,0.0,30.0,1.0,0
8352,26.0,3,13.0,4.0,2,1.0,4.0,1.0,3325.0,40.0,1.0,0
8353,35.0,3,6.0,0.0,2,1.0,4.0,1.0,0.0,60.0,1.0,0
8354,33.0,5,7.0,2.0,3,0.0,4.0,1.0,0.0,70.0,1.0,0
8355,37.0,3,8.0,2.0,11,5.0,1.0,0.0,0.0,33.0,0.0,0
8356,39.0,1,9.0,4.0,0,3.0,4.0,0.0,0.0,35.0,1.0,0
8357,42.0,3,9.0,0.0,7,4.0,4.0,0.0,0.0,30.0,1.0,0
8358,35.0,3,13.0,2.0,3,0.0,4.0,1.0,4386.0,47.0,1.0,1
8359,45.0,3,9.0,0.0,12,1.0,4.0,0.0,0.0,50.0,1.0,1
8360,47.0,4,13.0,4.0,11,3.0,4.0,1.0,0.0,40.0,1.0,1
8361,64.0,3,7.0,2.0,2,0.0,4.0,1.0,0.0,48.0,1.0,0
8362,39.0,3,15.0,2.0,3,5.0,4.0,0.0,15024.0,47.0,1.0,1
8363,43.0,2,9.0,0.0,4,4.0,4.0,0.0,0.0,40.0,1.0,0
8364,34.0,3,9.0,2.0,9,0.0,4.0,1.0,0.0,40.0,0.0,0
8365,62.0,3,13.0,2.0,9,0.0,4.0,1.0,3103.0,40.0,1.0,1
8366,53.0,3,10.0,2.0,9,0.0,4.0,1.0,15024.0,40.0,1.0,1
8367,31.0,3,13.0,2.0,3,0.0,4.0,1.0,0.0,40.0,1.0,0
8368,26.0,3,9.0,2.0,11,0.0,4.0,1.0,0.0,40.0,1.0,0
8369,56.0,4,4.0,2.0,2,0.0,4.0,1.0,0.0,50.0,1.0,1
8370,43.0,3,10.0,4.0,7,1.0,4.0,0.0,0.0,40.0,1.0,0
